State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB1952,Relating to the required inclusion of a person's sex on a birth certificate.,Defining Trans People Out of the Law,2/6/2023,Filed,Worst,,https://legiscan.com/TX/bill/HB1952/2023,Steve Toth,,H 2023-02-06 Filed,,90629726d82bdf7d7e508b7558242be9,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB2116,Relating to psychological evaluations before the provision of gender reassignment treatments and procedures.,Gender Affirming Care Ban,2/9/2023,Filed,Worst,Requires psych eval before HRT,https://legiscan.com/TX/bill/HB2116/2023,Ben Bumgarner,,H 2023-02-09 Filed,,8c1844a1cb2a41127eacd7cfd4803493,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB23,Relating to participation in athletic activities based on biological sex; providing a civil right to action for K-12 athletes and college athletes.,Trans Sports Ban,2/23/2023,Referred to State Affairs,Worst,sports ban. ,https://legiscan.com/TX/bill/HB23/2023,Valoree Swanson,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to State Affairs",,ac662ad4160f8321f1862b8666828221,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB319,Relating to protection of persons from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Legal Discrimination in Healthcare,2/23/2023,Referred to Public Health,Worst,,https://legiscan.com/TX/bill/HB319/2023,Tom Oliverson,,H 2022-11-14 Filed,,eb7194565bdbdcf2d2542ba23c88a5b9,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB41,"Relating to professional liability insurance coverage for and prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria.",Gender Affirming Care Ban,2/23/2023,Referred to Public Health,Worst,medical transition for minors ban (via professional liability insurance). Companion SB250,https://legiscan.com/TX/bill/HB41/2023,Steve Toth,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to Public Health",,25dafbc5c0f159a1bc982dc749394083,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB42,Relating to the definition of child abuse.,Gender Affirming Care Ban,2/23/2023,Referred to Public Health,Worst,Child abuse bill. Text is rather confusing,https://legiscan.com/TX/bill/HB42/2023,Bryan Slaton,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to Public Health",,23b611edd9f32046dbfb32b63369353f,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB436,Relating to the definition of abuse of a child.,Gender Affirming Care Ban,2/23/2023,Referred to Public Health,Worst,Child abuse bill. Similar to HB672,https://legiscan.com/TX/bill/HB436/2023,Jared Patterson,,H 2022-11-14 Filed,,281611938be35711367e46d2af8ac841,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB631,Relating to parental rights in education.,Don't Say Gay/Forced Outing,2/23/2023,Referred to Public Education,Worst,don't say gay/trans bill. ,https://legiscan.com/TX/bill/HB631/2023,Steve Toth,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to Public Education",,f408e943bbfd670b9a94fea671bdf319,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB643,Relating to the definition of sexually oriented business.,Drag Ban,2/23/2023,Referred to State Affairs,Worst,"anti-drag/anti-trans bill. Has ""companion"" bill HB 708",https://legiscan.com/TX/bill/HB643/2023,Jared Patterson,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to State Affairs",,885612551bbb73fed366922e43c10753,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB672,Relating to the definition of child abuse and the prosecution of the criminal offense of abandoning or endangering a child.,Gender Affirming Care Ban,2/23/2023,Referred to Public Health,Worst,Child abuse bill. criminalizes gender affirming parents as child abusers,https://legiscan.com/TX/bill/HB672/2023,Cole Hefner,,"H 2022-11-14 Filed, H 2023-02-23 Read first time, H 2023-02-23 Referred to Public Health",,080e99524327502235196541f02085f8,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB708,Relating to the definition of sexually oriented business.,Drag Ban,11/15/2022,Filed,Worst,,https://legiscan.com/TX/bill/HB708/2023,Matthew Shaheen,,H 2022-11-15 Filed,,9c40bcb3552a022de9743035c0e643c2,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB776,Relating to prohibited practices by physicians.,Gender Affirming Care Ban,11/18/2022,Filed,Worst,Medical ban for minors. ,https://legiscan.com/TX/bill/HB776/2023,Brian Harrison,,H 2022-11-18 Filed,,497d8a8a81345704197d7b9c8f7a49a3,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB888,Relating to the statute of limitations on a health care liability claim involving certain gender modification drugs provided to and procedures performed on a minor.,Gender Affirming Care Ban,12/7/2022,Filed,Worst,,https://legiscan.com/TX/bill/HB888/2023,Shelby Slawson,,H 2022-12-07 Filed,,2e6281c92c9388ed90b1bc4317d08b9b,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB1029,"Relating to civil liability for, governmental health plan coverage of, and public funding for gender modification procedures and treatments.",Gender Affirming Care Ban,2/17/2023,Filed,Worst,All Ages,https://legiscan.com/TX/bill/SB1029/2023,Bob Hall,,"S 2023-02-17 Received by the Secretary of the Senate, S 2023-02-17 Filed",,72696a8d0e8fe89be88c90584f5e2ce1,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB162,Relating to the required inclusion of a person's sex on a birth certificate and prohibited change of sex on the birth certificate of certain minors.,Birth Certificate Change Ban,2/15/2023,Referred to State Affairs,Worst,,https://legiscan.com/TX/bill/SB162/2023,Charles Perry,,"S 2022-11-14 Received by the Secretary of the Senate, S 2022-11-14 Filed, S 2023-02-15 Read first time, S 2023-02-15 Referred to State Affairs",,e25c1f0e311f3d37c6f6dd76dc72b489,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB249,Relating to the offense of genital mutilation.,Gender Affirming Care Ban,2/15/2023,Referred to State Affairs,Worst,,https://legiscan.com/TX/bill/SB249/2023,"Bob Hall, Donna Campbell, Charles Perry",,"S 2022-11-28 Received by the Secretary of the Senate, S 2022-11-28 Filed, S 2023-02-15 Read first time, S 2023-02-15 Referred to State Affairs",,f40c90e48e22aaa5ded6bf9a52e9f5bf,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB250,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,Gender Affirming Care Ban,2/15/2023,Referred to State Affairs,Worst,medical transition for minors ban (via professional liability insurance). Companion HB41,https://legiscan.com/TX/bill/SB250/2023,"Bob Hall, Donna Campbell, Charles Perry",,"S 2022-11-28 Received by the Secretary of the Senate, S 2022-11-28 Filed, S 2023-02-15 Read first time, S 2023-02-15 Referred to State Affairs",,20af84ffd45313fa2c98c84718588c8a,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB393,Relating to parental rights in public education and prohibiting instruction regarding sexual orientation or gender identity for public school students; authorizing a civil remedy.,Don't Say Gay/Forced Outing,2/15/2023,Referred to Education,Worst,,https://legiscan.com/TX/bill/SB393/2023,Bob Hall,,"S 2023-01-12 Received by the Secretary of the Senate, S 2023-01-12 Filed, S 2023-02-15 Read first time, S 2023-02-15 Referred to Education",,926beb92e209bef45453656be02d3090,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB476,Relating to the definition of sexually oriented business.,Drag Ban,2/17/2023,Referred to State Affairs,Worst,,https://legiscan.com/TX/bill/SB476/2023,"Bryan Hughes, Lois Kolkhorst",,"S 2023-01-17 Received by the Secretary of the Senate, S 2023-01-17 Filed, S 2023-02-08 Co-author authorized, S 2023-02-17 Read first time, S 2023-02-17 Referred to State Affairs",,064626ce16d97d9cab6d464c6004e25a,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB625,"Relating to prohibitions on the provision to certain children of procedures and treatments for gender transitioning, gender reassignment, or gender dysphoria and on the use of public money or public assistance to provide those procedures and treatments.",Gender Affirming Care Ban,2/17/2023,Referred to State Affairs,Worst,,https://legiscan.com/TX/bill/SB625/2023,"Donna Campbell, Lois Kolkhorst",,"S 2023-01-26 Received by the Secretary of the Senate, S 2023-01-26 Filed, S 2023-02-08 Co-author authorized, S 2023-02-17 Read first time, S 2023-02-17 Referred to State Affairs",,efe399f109b65748bcf5e1faa3e2c5e7,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB649,Relating to participation in athletic activities based on biological sex; providing a civil right to action for K-12 athletes and college athletes.,Trans Sports Ban,2/17/2023,Referred to State Affairs,Worst,,https://legiscan.com/TX/bill/SB649/2023,"Mayes Middleton, Charles Creighton, Phil King, Lois Kolkhorst, Charles Perry",,"S 2023-01-27 Received by the Secretary of the Senate, S 2023-01-27 Filed, S 2023-02-08 Co-author authorized, S 2023-02-14 Co-author authorized, S 2023-02-15 Co-author authorized, S 2023-02-17 Read first time, S 2023-02-17 Referred to State Affairs",,f7e0a8d533a031062d5d0c4e42e6b344,,,,,,,,,,,,,,,,,,,,,,,
Texas,SCR3,"Expressing support for ending ""gender-affirming care.""",Gender Affirming Care Ban,2/15/2023,Referred to State Affairs,Worst,Senate resolution condemning gender affirming care. This is a resolution and doesn't have any teeth but never the less it's concerning,https://legiscan.com/TX/bill/SCR3/2023,"Bob Hall, Donna Campbell",,"S 2022-11-28 Received by the Secretary of the Senate, S 2022-11-28 Filed, S 2023-02-15 Read first time, S 2023-02-15 Referred to State Affairs",,b162242b84425dd6a01924c8b30a9079,,,,,,,,,,,,,,,,,,,,,,,
Texas,SB1082,"Relating to the definition and use of the terms ""male"" and ""female"" for purposes of certain government documents.",Defining Trans People Out of the Law,2/22/2023,Filed,Worst,,https://legiscan.com/TX/bill/SB1082/2023,Bob Hall,,"S 2023-02-22 Received by the Secretary of the Senate, S 2023-02-22 Filed",,20f17e923932731c525a60eb63cf323f,,,,,,,,,,,,,,,,,,,,,,,
Texas,HB2722,Relating to a public school policy regarding multi-occupancy bathrooms or changing facilities.,Trans Bathroom Ban,2/23/2023,Filed,Worst,Requires school to give notice if they allow trans students to use the bathroom,https://legiscan.com/TX/bill/HB2722/2023,Matt Schaefer,,H 2023-02-23 Filed,,e4e970aa7d801e654f1cb1cd19c0b4d1,,,,,,,,,,,,,,,,,,,,,,,
US,HB216,"My Child, My Choice Act of 2023",Don't Say Gay/Forced Outing,1/9/2023,Referred to the House Committee on Education and the Workforce.,Low,,https://legiscan.com/US/bill/HB216/2023,Jeff Van Drew,,"H 2023-01-09 Introduced in House, H 2023-01-09 Referred to the House Committee on Education and the Workforce.",,95c5a8dc8ee500b557d4b7612a0a4964,,,,,,,,,,,,,,,,,,,,,,,
US,HB429,No Tax Breaks for Radical Corporate Activism Act,Ends tax deductions for Gender Affirming Care,1/20/2023,Referred to the House Committee on Ways and Means.,Low,,https://legiscan.com/US/bill/HB429/2023,"Brian Mast, Dan Bishop, Jeff Duncan, Paul Gosar, Matt Gaetz, Ralph Norman, Doug Lamborn, Randy Weber",,"H 2023-01-20 Introduced in House, H 2023-01-20 Referred to the House Committee on Ways and Means.",,b285951b255bd20ba669ed2524b7cff3,,,,,,,,,,,,,,,,,,,,,,,
US,HR115,Establishing a Women's Bill of Rights to reaffirm legal protections afforded to women under Federal law.,Defining Trans People Out of the Law,2/9/2023,Referred to the House Committee on the Judiciary.,Low,,https://legiscan.com/US/bill/HR115/2023,"Debbie Lesko, Diana Harshbarger, Mary Miller, Kevin Hern, Claudia Tenney, Robert Aderholt, Andy Biggs, Andrew Clyde, Randy Weber, Michael Guest, George Santos, Andrew Ogles, Virginia Foxx, Ralph Norman, Burgess Owens, Ronny Jackson, Harriet Hageman, Jeff Duncan, Jake Ellzey, Jim Banks, Earl Carter, Greg Steube, Ben Cline, Doug LaMalfa",,"H 2023-02-09 Introduced in House, H 2023-02-09 Referred to the House Committee on the Judiciary.",,55f565cb82a1ed3814eb339a0c3b50be,,,,,,,,,,,,,,,,,,,,,,,
US,SB187,No Tax Breaks for Radical Corporate Activism Act of 2023,No Tax Breaks for Gender Affirming Care,1/31/2023,Read twice and referred to the Committee on Finance.,Low,,https://legiscan.com/US/bill/SB187/2023,"Marco Rubio, Steve Daines",,S 2023-01-31 Read twice and referred to the Committee on Finance.,,df00dcb6c0bdc8c810d073dfd4763d4b,,,,,,,,,,,,,,,,,,,,,,,
US,SR53,A resolution establishing a Women's Bill of Rights to reaffirm legal protections afforded to women under Federal law.,Anti-LGBTQ Resolution,2/9/2023,Referred to the Committee on the Judiciary. (text: CR S331),Low,,https://legiscan.com/US/bill/SR53/2023,"Cindy Hyde-Smith, Marco Rubio, Ted Cruz, Cynthia Lummis, Mike Lee, Katie Boyd Britt",,S 2023-02-09 Referred to the Committee on the Judiciary. (text: CR S331),,c6cc3e1bf08504fc3a0f67dbb97f2fb1,,,,,,,,,,,,,,,,,,,,,,,
US,SB457,A bill to establish a Federal tort against pediatric gender clinics and other entities pushing gender-transition procedures that cause bodily injury to children or harm the mental health of children.,Gender Affirming Care Ban,2/15/2023,Read twice and referred to the Committee on the Judiciary.,Low,Pending Text,https://legiscan.com/US/bill/SB457/2023,Josh Hawley,,S 2023-02-15 Read twice and referred to the Committee on the Judiciary.,,70ef6334c2e5cd749f31958f18af5f7f,,,,,,,,,,,,,,,,,,,,,,,
US,HB734,Protection of Women and Girls in Sports Act of 2023,Trans Sports Ban,2/1/2023,Referred to the House Committee on Education and the Workforce.,Low,,https://legiscan.com/US/bill/HB734/2023,"Greg Steube, Claudia Tenney, Virginia Foxx, Robert Wittman, Daniel Webster, Troy Balderson, Ken Buck, Ann Wagner, Earl Carter, Matt Gaetz, Mariannette Miller-Meeks, Jason Smith, Jake Ellzey, Morgan Griffith, Doug LaMalfa, Jerry Carl, Tom Tiffany, Nancy Mace, Mike Bost, Tim Walberg, Mary Miller, Brad Wenstrup, August Pfluger, Warren Davidson, Randy Weber, Andy Biggs, Robert Good, Lauren Boebert, Randy Feenstra, Jim Banks, Neal Dunn, Jack Bergman, Michael Guest, Jenniffer Gonzalez-Colon, Scott DesJarlais, Diana Harshbarger",,"H 2023-02-01 Introduced in House, H 2023-02-01 Referred to the House Committee on Education and the Workforce.",,07953fc4d8b26480ea2adb4a2f26bf4e,,,,,,,,,,,,,,,,,,,,,,,
Utah,HB0132,Prohibiting Sex Transitioning Procedures on Minors,Gender Affirming Care Ban,1/25/2023,LFA/ fiscal note publicly available in House Health and Human Services Committee,Worst,Minor healthcare ban via labeling it unprofessional behavior. ,https://legiscan.com/UT/bill/HB0132/2023,"Rex Shipp, Wayne Harper",Hearing 2023-01-24 14:00 ," 2022-12-28 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2022-12-29 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, H 2023-01-11 House/ received bill from Legislative Research in Clerk of the House, H 2023-01-17 House/ received fiscal note from Fiscal Analyst in Clerk of the House, H 2023-01-17 House/ 1st reading (Introduced) in House Rules Committee, H 2023-01-23 House/ to standing committee in House Health and Human Services Committee, H 2023-01-24 House Comm - Substitute Recommendation from # 0 to # 1 in House Health and Human Services Committee, H 2023-01-24 House Comm - Motion to Recommend Failed in House Health and Human Services Committee, H 2023-01-25 LFA/ fiscal note sent to sponsor in House Health and Human Services Committee, H 2023-01-25 LFA/ fiscal note publicly available in House Health and Human Services Committee",Failed,d1b2759a0c847a12f70f07a6b8924383,,,,,,,,,,,,,,,,,,,,,,,
Utah,HB0228,Unprofessional Conduct Amendments,Conversion Therapy Legalization,2/21/2023,Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling,Worst,,https://legiscan.com/UT/bill/HB0228/2023,"Michael Petersen, Curtis Bramble","Hearing 2023-02-01 15:40 , Hearing 2023-02-06 15:40 , Hearing 2023-02-14 08:00 "," 2023-01-17 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2023-01-17 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, H 2023-01-18 House/ received bill from Legislative Research in Clerk of the House, H 2023-01-18 House/ 1st reading (Introduced) in House Rules Committee, H 2023-01-20 House/ received fiscal note from Fiscal Analyst in House Rules Committee, H 2023-01-27 House/ to standing committee in House Business and Labor Committee, H 2023-02-06 House Comm - Substitute Recommendation from # 0 to # 2 in House Business and Labor Committee, H 2023-02-06 House Comm - Favorable Recommendation in House Business and Labor Committee, H 2023-02-07 House/ comm rpt/ substituted in House Business and Labor Committee, H 2023-02-07 House/ 2nd reading in House 3rd Reading Calendar for House bills, H 2023-02-07 LFA/ fiscal note publicly available in House 3rd Reading Calendar for House bills, H 2023-02-09 House/ 3rd reading in House 3rd Reading Calendar for House bills, S 2023-02-09 House/ passed 3rd reading in Senate Secretary, S 2023-02-09 House/ to Senate in Senate Secretary, S 2023-02-10 Senate/ received from House in Waiting for Introduction in the Senate, S 2023-02-10 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2023-02-13 Senate/ to standing committee in Senate Health and Human Services Committee, S 2023-02-14 Senate Comm - Favorable Recommendation in Senate Health and Human Services Committee, S 2023-02-14 Senate/ committee report favorable in Senate Health and Human Services Committee, S 2023-02-14 Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2023-02-15 Senate/ 2nd reading in Senate 2nd Reading Calendar, S 2023-02-15 Senate/ circled in Senate 2nd Reading Calendar, S 2023-02-16 Senate/ uncircled in Senate 2nd Reading Calendar, S 2023-02-16 Senate/ passed 2nd reading in Senate 3rd Reading Calendar, S 2023-02-17 Senate/ 3rd reading in Senate 3rd Reading Calendar, S 2023-02-17 Senate/ passed 3rd reading in Senate President, H 2023-02-17 Senate/ signed by President/ returned to House in House Speaker, H 2023-02-17 Senate/ to House in House Speaker, H 2023-02-17 House/ received from Senate in House Speaker,  2023-02-17 House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling,  2023-02-21 Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling,  2023-02-21 Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling",Pass Both Chambers,842c9f37344ba303dc7422b312659b80,,,,,,,,,,,,,,,,,,,,,,,
Utah,HB0329,Adult Event Permit Amendments,Drag Ban,2/24/2023,LFA/ fiscal note publicly available in Senate Government Operations and Political Subdivisions Committee,Worst,,https://legiscan.com/UT/bill/HB0329/2023,"Colin Jack, Evan Vickers",Hearing 2023-02-21 08:00 ," 2023-01-30 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2023-01-30 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, H 2023-01-31 House/ received bill from Legislative Research in Clerk of the House, H 2023-01-31 House/ 1st reading (Introduced) in House Rules Committee, H 2023-02-02 House/ received fiscal note from Fiscal Analyst in House Rules Committee, H 2023-02-15 House/ to Printing with fiscal note in House Political Subdivisions Committee, H 2023-02-15 House/ to standing committee in House Political Subdivisions Committee, H 2023-02-21 House Comm - Substitute Recommendation from # 0 to # 1 in House Political Subdivisions Committee, H 2023-02-21 House Comm - Amendment Recommendation # 1 in House Political Subdivisions Committee, H 2023-02-21 House Comm - Favorable Recommendation in House Political Subdivisions Committee, H 2023-02-21 House/ comm rpt/ substituted/ amended in House Political Subdivisions Committee, H 2023-02-21 House/ 2nd reading in House 3rd Reading Calendar for House bills, H 2023-02-22 House/ 3rd reading in House 3rd Reading Calendar for House bills, H 2023-02-22 House/ circled in House 3rd Reading Calendar for House bills, H 2023-02-22 House/ uncircled in House 3rd Reading Calendar for House bills, H 2023-02-22 House/ substituted from # 1 to # 2 in House 3rd Reading Calendar for House bills, S 2023-02-22 House/ passed 3rd reading in Senate Secretary, S 2023-02-22 House/ to Senate in Senate Secretary, S 2023-02-23 Senate/ received from House in Waiting for Introduction in the Senate, S 2023-02-23 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2023-02-23 Senate/ to standing committee in Senate Government Operations and Political Subdivisions Committee, S 2023-02-24 LFA/ fiscal note publicly available in Senate Government Operations and Political Subdivisions Committee",Pass One Chamber,cd6fd516ef01eedf5efcbed57866ef52,,,,,,,,,,,,,,,,,,,,,,,
Utah,SB0016,Transgender Medical Treatments and Procedures Amendments,Gender Affirming Care Ban,2/1/2023,LFA/ fiscal note publicly available in Lieutenant Governor's office for filing,Worst,Minor healthcare ban. Via declaring it unprofessional conduct,https://legiscan.com/UT/bill/SB0016/2023,"Michael Kennedy, Katy Hall","Hearing 2023-01-18 14:00 , Hearing 2023-01-24 14:00 "," 2022-12-16 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2022-12-19 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, S 2023-01-11 Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate, S 2023-01-11 Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate, S 2023-01-17 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2023-01-17 Senate/ to standing committee in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Substitute Recommendation from # 0 to # 1 in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Amendment Recommendation # 4 in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Amendment Recommendation # 3 in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Favorable Recommendation in Senate Health and Human Services Committee, S 2023-01-19 Senate/ comm rpt/ substituted/ amended in Senate Health and Human Services Committee, S 2023-01-19 Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2023-01-19 Senate/ 2nd reading in Senate 2nd Reading Calendar, S 2023-01-19 Senate/ passed 2nd reading in Senate 3rd Reading Calendar, S 2023-01-20 Senate/ 3rd reading in Senate 3rd Reading Calendar, H 2023-01-20 Senate/ passed 3rd reading in Clerk of the House, H 2023-01-20 Senate/ to House in Clerk of the House, H 2023-01-23 House/ received from Senate in Clerk of the House, H 2023-01-23 House/ 1st reading (Introduced) in House Rules Committee, H 2023-01-23 House/ to standing committee in House Health and Human Services Committee, H 2023-01-24 House Comm - Substitute Recommendation from # 1 to # 2 in House Health and Human Services Committee, H 2023-01-24 House Comm - Favorable Recommendation in House Health and Human Services Committee, H 2023-01-25 House/ comm rpt/ substituted in House Health and Human Services Committee, H 2023-01-25 House/ 2nd reading in House 3rd Reading Calendar for Senate bills, H 2023-01-26 House/ 3rd reading in House 3rd Reading Calendar for Senate bills, H 2023-01-26 House/ substituted from # 2 to # 4 in House 3rd Reading Calendar for Senate bills, S 2023-01-26 House/ passed 3rd reading in Senate Secretary, S 2023-01-26 House/ to Senate in Senate Secretary, S 2023-01-26 Senate/ received from House in Senate Secretary, S 2023-01-26 Senate/ placed on Concurrence Calendar in Senate Concurrence Calendar, H 2023-01-27 Senate/ concurs with House amendment in House Speaker, H 2023-01-27 Senate/ to House in House Speaker, H 2023-01-27 House/ received from Senate in House Speaker, S 2023-01-27 House/ signed by Speaker/ returned to Senate in Senate President, S 2023-01-27 House/ to Senate in Senate President, S 2023-01-27 Senate/ received from House in Senate President,  2023-01-27 Senate/ signed by President/ sent for enrolling in Legislative Research and General Counsel / Enrolling,  2023-01-27 Bill Received from Senate for Enrolling in Legislative Research and General Counsel / Enrolling,  2023-01-27 Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling, S 2023-01-27 Enrolled Bill Returned to House or Senate in Senate Secretary, S 2023-01-27 Senate/ enrolled bill to Printing in Senate Secretary, S 2023-01-27 Senate/ received enrolled bill from Printing in Senate Secretary,  2023-01-27 Senate/ to Governor in Executive Branch - Governor,  2023-01-28 Governor Signed in Lieutenant Governor's office for filing,  2023-01-30 LFA/ fiscal note sent to sponsor in Lieutenant Governor's office for filing,  2023-02-01 LFA/ fiscal note publicly available in Lieutenant Governor's office for filing",Signed,08365a8389d5396972c4bf8ea24aba4f,,,,,,,,,,,,,,,,,,,,,,,
Utah,SB0093,Birth Certificate Modifications,Birth Certificate Change Ban,2/24/2023,LFA/ fiscal note publicly available in House Rules Committee,Worst,,https://legiscan.com/UT/bill/SB0093/2023,"Daniel McCay, Brady Brammer","Hearing 2023-01-18 14:00 , Hearing 2023-02-21 08:00 "," 2023-01-11 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2023-01-11 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, S 2023-01-13 Senate/ received bill from Legislative Research in Waiting for Introduction in the Senate, S 2023-01-16 Senate/ received fiscal note from Fiscal Analyst in Waiting for Introduction in the Senate, S 2023-01-17 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2023-01-17 Senate/ to standing committee in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Amendment Recommendation # 1 in Senate Health and Human Services Committee, S 2023-01-18 Senate Comm - Favorable Recommendation in Senate Health and Human Services Committee, S 2023-01-19 Senate/ comm rpt/ amended in Senate Health and Human Services Committee, S 2023-01-19 Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2023-01-19 Senate/ 2nd reading in Senate 2nd Reading Calendar, S 2023-01-19 Senate/ passed 2nd reading in Senate 3rd Reading Calendar, S 2023-01-20 Senate/ 3rd reading in Senate 3rd Reading Calendar, H 2023-01-20 Senate/ passed 3rd reading in Clerk of the House, H 2023-01-20 Senate/ to House in Clerk of the House, H 2023-01-23 House/ received from Senate in Clerk of the House, H 2023-01-23 House/ 1st reading (Introduced) in House Rules Committee, H 2023-02-17 House/ to standing committee in House Judiciary Committee, H 2023-02-21 House Comm - Substitute Recommendation from # 0 to # 2 in House Judiciary Committee, H 2023-02-21 House Comm - Favorable Recommendation in House Judiciary Committee, H 2023-02-21 House/ comm rpt/ substituted in House Substituted Bill, H 2023-02-21 House/ return to Rules due to fiscal impact in House Rules Committee, H 2023-02-23 LFA/ fiscal note sent to sponsor in House Rules Committee, H 2023-02-24 LFA/ fiscal note publicly available in House Rules Committee",Pass One Chamber,8c167d01ae18783c38fbd03bb3227b1e,,,,,,,,,,,,,,,,,,,,,,,
